N,P,K,soil_type,soil_moisture,temperature,humidity,ph,rainfall,season,water_availability,water_ph,location,label
118,67,95,red,medium,24.4,61.4,6.2,94.3,rabi,medium,6.6,Vidarbha,orange
106,36,15,red,medium,27.0,51.8,7.0,72.6,rabi,medium,6.7,Western Maharashtra,jowar
128,73,137,alluvial,medium,18.6,61.8,5.3,50.5,rabi,medium,6.7,Vidarbha,potato
102,63,84,red,medium,30.5,59.9,5.9,133.3,zaid,medium,6.6,Western Maharashtra,mango
95,72,57,alluvial,high,33.1,80.0,5.6,294.5,kharif,high,6.8,Western Maharashtra,rice
44,64,39,alluvial,medium,27.8,73.4,6.8,64.9,kharif,medium,6.9,Marathwada,soybean
122,43,124,alluvial,high,32.8,43.9,6.6,54.5,zaid,medium,6.9,Khandesh,watermelon
59,54,59,red,medium,27.4,81.7,5.5,214.1,zaid,medium,5.7,Konkan,cashew
115,60,80,alluvial,medium,15.0,75.1,7.0,89.4,kharif,medium,7.0,Khandesh,onion
85,61,46,black,medium,19.7,58.7,6.8,57.2,rabi,medium,7.4,Western Maharashtra,wheat
18,58,24,black,low,32.8,57.7,6.3,40.8,kharif,medium,6.4,Marathwada,tur
116,73,98,red,medium,20.0,64.6,6.4,101.6,rabi,medium,6.7,Vidarbha,orange
84,40,58,laterite,medium,25.3,76.6,5.5,178.1,zaid,low,5.7,Konkan,cashew
56,23,23,laterite,low,24.0,49.2,6.4,53.0,kharif,low,7.0,Khandesh,bajra
57,31,26,laterite,low,27.3,42.1,7.2,51.3,kharif,low,6.8,Western Maharashtra,bajra
127,37,36,alluvial,medium,18.5,51.0,6.6,56.5,rabi,medium,7.5,Vidarbha,wheat
113,55,116,black,medium,20.1,51.8,5.8,123.3,rabi,medium,7.0,Vidarbha,orange
73,59,33,red,low,31.0,50.5,8.2,75.0,kharif,medium,6.3,Marathwada,jowar
113,62,128,black,medium,22.5,50.0,6.8,80.9,rabi,medium,6.9,Marathwada,tomato
130,72,95,alluvial,medium,25.5,87.5,6.9,245.7,kharif,high,6.9,Marathwada,turmeric
38,63,57,red,medium,25.1,54.8,7.3,96.4,kharif,medium,7.1,Khandesh,groundnut
98,26,62,red,medium,24.0,89.4,5.8,184.2,zaid,medium,6.4,Konkan,cashew
100,66,134,red,low,25.9,35.1,7.6,18.8,zaid,medium,7.9,Western Maharashtra,pomegranate
125,75,57,laterite,high,35.5,81.5,5.4,265.2,kharif,high,6.5,Konkan,rice
150,30,106,black,medium,14.4,67.7,6.5,128.8,rabi,medium,6.8,Vidarbha,orange
126,57,141,red,medium,26.3,61.2,7.6,60.5,rabi,medium,6.8,Western Maharashtra,tomato
105,44,68,red,medium,30.8,77.0,5.8,267.2,zaid,medium,5.8,Konkan,cashew
132,59,20,red,medium,27.7,54.5,6.0,81.2,kharif,low,6.8,Khandesh,cotton
31,72,28,red,medium,21.9,60.2,5.7,78.8,kharif,medium,7.0,Marathwada,tur
44,75,42,alluvial,medium,29.6,64.9,6.1,51.2,kharif,medium,7.4,Western Maharashtra,groundnut
67,32,26,laterite,low,27.2,48.5,5.2,46.2,kharif,low,6.9,Western Maharashtra,bajra
119,70,123,red,medium,31.6,39.4,7.3,73.3,zaid,low,7.4,Marathwada,pomegranate
109,64,108,alluvial,medium,33.3,50.4,6.2,66.0,zaid,medium,6.4,Western Maharashtra,watermelon
107,60,113,alluvial,medium,31.3,80.2,5.9,221.0,kharif,medium,6.8,Western Maharashtra,turmeric
119,72,131,red,medium,36.5,38.7,7.8,73.8,rabi,medium,6.8,Western Maharashtra,grapes
87,39,60,black,high,24.3,83.8,5.1,184.5,kharif,high,6.4,Western Maharashtra,rice
127,76,180,alluvial,medium,24.5,65.9,6.0,66.3,rabi,medium,5.7,Western Maharashtra,potato
151,51,121,red,medium,22.3,64.0,6.0,81.2,rabi,medium,6.6,Vidarbha,potato
29,62,48,alluvial,medium,30.3,63.8,6.7,46.4,kharif,medium,7.4,Khandesh,groundnut
130,86,197,red,medium,31.0,41.5,6.5,94.1,rabi,medium,6.2,Western Maharashtra,grapes
124,75,152,red,medium,24.3,34.6,6.7,83.7,rabi,medium,7.5,Marathwada,grapes
111,72,53,black,medium,21.2,30.3,7.0,75.8,rabi,medium,5.8,Western Maharashtra,wheat
122,69,97,alluvial,medium,24.9,47.5,7.0,65.2,rabi,medium,7.0,Western Maharashtra,pomegranate
115,44,48,red,medium,34.8,66.8,5.8,242.5,zaid,low,5.6,Konkan,cashew
114,51,39,red,medium,25.3,68.7,6.6,81.2,kharif,low,7.5,Khandesh,cotton
84,50,39,laterite,high,31.6,85.1,6.2,243.3,kharif,high,7.2,Konkan,rice
35,67,22,red,low,29.8,57.4,6.2,90.0,kharif,medium,7.0,Marathwada,tur
46,44,27,laterite,low,25.4,30.9,6.0,19.2,kharif,low,7.2,Western Maharashtra,bajra
169,87,111,black,medium,16.0,76.2,7.4,204.0,kharif,high,6.9,Western Maharashtra,turmeric
221,104,70,black,high,27.9,78.3,8.4,251.4,rabi,high,6.9,Western Maharashtra,sugarcane
50,27,24,red,low,26.8,49.4,6.2,66.5,kharif,low,6.5,Marathwada,bajra
91,48,33,black,medium,34.2,70.4,6.6,67.0,kharif,medium,7.6,Khandesh,cotton
125,46,32,red,medium,27.4,75.2,6.7,54.0,kharif,low,7.6,Marathwada,cotton
105,59,30,black,medium,28.1,50.4,6.0,33.0,kharif,medium,6.3,Vidarbha,jowar
62,32,34,black,low,35.4,37.0,5.5,58.5,kharif,low,6.5,Western Maharashtra,bajra
119,64,132,black,high,23.8,77.5,7.3,154.3,kharif,high,6.4,Marathwada,turmeric
73,68,139,red,medium,25.4,60.8,6.1,62.4,rabi,medium,6.8,Vidarbha,potato
109,91,109,black,medium,24.7,51.6,6.3,145.0,rabi,medium,7.1,Vidarbha,orange
129,52,105,red,low,24.7,51.5,6.5,76.9,rabi,medium,6.8,Western Maharashtra,onion
121,79,105,alluvial,high,27.2,100.0,6.4,218.0,kharif,high,6.9,Marathwada,turmeric
94,52,36,black,high,27.3,74.4,5.8,289.8,kharif,high,6.0,Vidarbha,rice
111,64,164,red,medium,35.2,39.3,8.3,31.2,rabi,medium,6.9,Marathwada,grapes
86,71,90,alluvial,medium,24.6,30.0,7.9,58.2,zaid,medium,7.4,Western Maharashtra,pomegranate
26,62,16,black,medium,31.4,53.0,5.5,26.0,kharif,low,6.5,Vidarbha,tur
112,67,112,alluvial,medium,28.4,34.0,6.9,38.7,zaid,medium,6.9,Western Maharashtra,pomegranate
99,63,54,alluvial,high,33.7,87.6,5.9,324.7,kharif,high,5.5,Konkan,rice
119,44,22,red,medium,20.1,66.4,5.8,86.7,kharif,low,6.9,Vidarbha,cotton
87,37,114,red,high,23.8,44.1,6.6,44.9,zaid,medium,6.8,Khandesh,watermelon
86,69,63,alluvial,medium,25.6,52.6,6.3,115.8,kharif,medium,7.1,Marathwada,maize
119,80,66,red,medium,15.1,59.3,7.2,105.5,kharif,medium,7.3,Western Maharashtra,onion
102,50,108,red,medium,26.1,77.1,6.7,85.8,kharif,medium,7.2,Marathwada,tomato
101,44,113,alluvial,medium,35.5,44.6,6.9,53.0,zaid,medium,6.8,Khandesh,watermelon
115,75,176,laterite,medium,19.3,48.2,7.0,42.0,rabi,medium,6.8,Marathwada,grapes
67,40,28,black,low,29.5,38.9,6.2,53.4,kharif,low,6.2,Khandesh,bajra
118,78,98,black,high,19.0,74.3,7.3,248.6,kharif,medium,6.7,Western Maharashtra,turmeric
219,66,126,black,medium,33.0,76.3,7.7,246.7,rabi,high,6.7,Western Maharashtra,sugarcane
108,58,102,red,medium,26.0,63.3,6.8,227.9,zaid,low,5.5,Western Maharashtra,mango
145,77,152,red,medium,34.7,47.6,7.2,90.0,rabi,low,7.3,Marathwada,pomegranate
61,36,38,black,low,23.3,46.4,7.4,67.8,rabi,low,6.4,Western Maharashtra,jowar
133,80,144,alluvial,medium,24.0,65.0,5.7,74.3,rabi,medium,6.2,Western Maharashtra,potato
107,47,66,alluvial,high,24.2,93.8,5.9,325.4,kharif,high,6.9,Western Maharashtra,rice
105,66,150,alluvial,medium,24.2,66.8,5.7,74.8,rabi,medium,6.9,Vidarbha,potato
127,77,117,black,medium,33.8,33.4,7.7,62.9,rabi,medium,7.5,Western Maharashtra,pomegranate
150,36,31,red,low,25.0,67.3,6.8,73.8,kharif,medium,7.2,Marathwada,cotton
38,31,30,red,low,31.3,46.7,6.9,69.1,kharif,low,7.7,Marathwada,bajra
133,70,121,alluvial,medium,28.9,76.8,6.4,119.7,kharif,high,6.3,Marathwada,turmeric
120,74,104,red,medium,28.1,80.5,5.2,241.6,zaid,low,6.1,Western Maharashtra,mango
177,78,91,alluvial,medium,29.9,80.6,5.7,252.7,rabi,high,7.1,Western Maharashtra,sugarcane
110,88,110,red,medium,24.8,53.0,7.3,113.1,kharif,medium,6.9,Khandesh,onion
44,58,41,black,medium,30.7,63.6,6.6,62.8,kharif,medium,7.4,Western Maharashtra,soybean
167,95,84,black,high,29.1,70.5,7.6,265.3,kharif,high,6.8,Marathwada,sugarcane
118,63,75,black,low,30.7,53.3,7.2,80.7,rabi,medium,6.3,Western Maharashtra,onion
44,91,59,red,medium,30.0,58.6,6.4,60.1,kharif,medium,7.1,Khandesh,groundnut
145,58,96,alluvial,medium,28.0,74.9,6.7,93.0,kharif,medium,6.7,Vidarbha,maize
133,39,126,black,low,25.0,31.3,6.4,53.7,rabi,medium,7.7,Western Maharashtra,pomegranate
97,49,49,alluvial,medium,18.5,42.5,7.4,52.1,rabi,medium,7.2,Western Maharashtra,wheat
13,67,20,red,medium,26.2,60.3,5.4,37.0,kharif,medium,7.1,Vidarbha,tur
105,50,76,alluvial,high,33.9,47.2,6.6,83.0,zaid,medium,7.6,Western Maharashtra,watermelon
63,40,33,red,low,32.9,17.7,6.8,53.2,kharif,low,6.5,Marathwada,bajra
102,81,142,red,medium,18.2,59.9,6.0,63.9,rabi,medium,6.3,Western Maharashtra,potato
187,127,127,black,medium,29.4,67.7,8.3,188.1,rabi,high,7.1,Marathwada,sugarcane
94,36,41,black,medium,29.0,44.8,6.9,47.5,rabi,low,7.4,Marathwada,jowar
151,52,100,red,low,25.1,83.2,7.0,250.5,zaid,medium,5.7,Konkan,mango
99,51,38,alluvial,medium,22.1,58.5,6.7,29.6,rabi,medium,7.2,Vidarbha,wheat
121,78,84,laterite,low,32.4,79.9,6.5,183.4,zaid,low,6.3,Konkan,mango
119,56,105,laterite,low,33.0,76.0,6.1,155.2,zaid,low,6.0,Western Maharashtra,mango
117,80,123,black,medium,24.0,54.7,7.1,80.6,kharif,medium,6.6,Marathwada,tomato
69,38,26,red,low,31.5,40.2,7.0,64.5,kharif,medium,7.7,Vidarbha,jowar
156,80,84,black,high,30.6,90.7,7.0,229.5,rabi,high,7.2,Marathwada,sugarcane
67,37,47,laterite,medium,30.0,79.0,5.0,164.5,zaid,low,5.9,Konkan,cashew
107,61,39,alluvial,medium,26.6,41.6,6.9,62.7,rabi,medium,7.0,Western Maharashtra,wheat
135,56,78,alluvial,medium,24.0,64.1,6.0,82.7,rabi,medium,6.1,Vidarbha,maize
161,55,123,red,medium,23.1,43.5,7.2,146.8,rabi,medium,6.9,Vidarbha,orange
96,65,34,alluvial,medium,17.1,56.1,6.0,26.4,rabi,medium,7.0,Vidarbha,wheat
139,52,52,black,medium,22.9,45.4,7.2,40.9,rabi,medium,6.5,Western Maharashtra,wheat
99,73,93,alluvial,low,22.6,66.8,6.4,65.7,kharif,medium,6.7,Western Maharashtra,onion
124,72,143,alluvial,medium,20.1,63.4,6.8,69.8,zaid,medium,7.1,Western Maharashtra,tomato
31,72,52,black,medium,27.5,82.4,6.3,84.4,kharif,medium,6.9,Western Maharashtra,soybean
55,52,30,black,low,22.8,30.5,5.8,48.0,rabi,low,7.0,Vidarbha,jowar
132,59,170,black,low,34.1,37.7,6.8,51.4,rabi,low,6.8,Western Maharashtra,pomegranate
106,76,162,red,medium,17.6,79.6,5.7,77.7,rabi,medium,6.6,Western Maharashtra,potato
71,47,66,laterite,medium,32.6,77.2,5.0,270.7,zaid,medium,5.8,Konkan,cashew
124,64,72,red,medium,25.8,65.4,6.4,101.2,kharif,medium,7.0,Western Maharashtra,maize
71,62,27,black,medium,18.0,60.1,7.2,40.0,rabi,medium,6.2,Vidarbha,wheat
178,70,229,black,medium,20.8,32.6,8.1,45.5,rabi,medium,7.1,Western Maharashtra,grapes
160,54,120,black,medium,23.2,68.6,6.3,99.6,rabi,medium,6.2,Marathwada,tomato
97,47,35,alluvial,high,28.5,88.0,6.1,274.5,kharif,high,6.5,Western Maharashtra,rice
157,62,95,red,medium,17.7,56.6,5.7,119.8,rabi,medium,6.3,Vidarbha,maize
120,66,114,red,medium,32.3,72.8,5.7,115.6,zaid,medium,6.1,Konkan,mango
185,116,70,black,medium,28.3,85.8,7.4,140.2,kharif,high,6.3,Western Maharashtra,sugarcane
112,45,115,alluvial,medium,31.5,25.0,6.0,53.1,zaid,medium,7.1,Western Maharashtra,watermelon
144,58,29,red,medium,33.0,63.4,6.2,111.7,kharif,low,7.3,Khandesh,cotton
134,65,124,red,medium,32.1,36.7,6.8,42.1,rabi,low,7.5,Western Maharashtra,pomegranate
117,40,160,red,medium,17.2,75.8,6.1,65.4,rabi,medium,6.4,Vidarbha,potato
73,32,27,laterite,low,20.4,52.3,7.1,48.9,kharif,low,7.3,Khandesh,bajra
83,43,31,black,low,32.4,62.5,7.2,44.7,rabi,low,6.1,Western Maharashtra,jowar
82,44,34,red,low,22.0,48.5,7.4,35.8,rabi,low,6.3,Vidarbha,jowar
130,57,23,red,medium,32.6,75.7,6.8,86.4,kharif,medium,7.3,Khandesh,cotton
126,83,107,alluvial,high,30.5,76.6,6.6,183.9,kharif,high,6.1,Marathwada,turmeric
86,41,27,black,high,25.8,88.8,5.4,254.2,kharif,high,5.6,Vidarbha,rice
35,65,47,alluvial,medium,26.4,51.3,6.9,72.4,kharif,medium,7.2,Khandesh,groundnut
106,72,85,laterite,low,28.9,65.2,7.2,269.5,zaid,low,7.1,Konkan,mango
104,40,50,red,low,39.4,71.6,5.2,230.6,zaid,medium,6.3,Konkan,cashew
50,52,41,alluvial,medium,18.8,48.8,6.4,84.3,kharif,medium,6.4,Western Maharashtra,groundnut
108,67,36,alluvial,medium,17.8,50.4,7.2,36.4,rabi,medium,6.3,Western Maharashtra,wheat
110,57,41,red,low,27.8,80.8,5.9,55.2,kharif,medium,7.0,Khandesh,cotton
74,41,31,black,low,28.0,28.2,5.7,40.2,kharif,low,6.8,Western Maharashtra,bajra
115,75,79,red,medium,27.8,71.1,6.3,149.1,kharif,medium,6.9,Vidarbha,maize
68,38,18,red,low,34.7,42.4,6.5,51.4,kharif,low,7.5,Western Maharashtra,bajra
118,36,26,red,low,28.0,57.4,6.6,83.4,kharif,low,7.0,Khandesh,cotton
149,59,115,red,medium,29.9,59.6,6.9,119.4,rabi,medium,7.4,Vidarbha,orange
112,70,95,alluvial,medium,20.2,56.7,6.8,77.2,zaid,medium,7.3,Marathwada,tomato
88,38,47,black,high,22.4,86.1,5.5,305.9,kharif,high,5.8,Western Maharashtra,rice
100,42,23,laterite,low,27.4,15.0,7.2,65.1,kharif,low,7.4,Khandesh,bajra
109,37,32,red,medium,28.4,60.3,6.3,103.4,kharif,medium,7.8,Vidarbha,cotton
106,40,59,black,high,25.8,85.8,5.2,148.9,kharif,high,5.8,Konkan,rice
15,40,25,red,medium,21.8,47.9,6.7,82.4,kharif,medium,7.1,Marathwada,tur
39,79,37,alluvial,medium,30.2,57.9,7.0,66.2,kharif,medium,6.8,Khandesh,groundnut
82,46,62,red,medium,29.3,88.8,5.1,206.4,zaid,medium,6.0,Konkan,cashew
109,48,143,red,medium,24.4,53.8,6.1,53.2,kharif,medium,7.1,Marathwada,tomato
106,53,98,alluvial,medium,24.4,50.0,7.4,53.4,zaid,medium,7.6,Western Maharashtra,watermelon
136,64,103,black,high,24.7,71.1,5.8,180.1,kharif,medium,6.4,Marathwada,turmeric
102,86,111,red,medium,26.0,66.6,7.1,77.8,kharif,medium,7.6,Western Maharashtra,onion
57,45,41,red,low,30.9,42.5,6.9,49.0,rabi,medium,6.9,Vidarbha,jowar
104,54,84,red,medium,40.0,55.3,6.8,49.6,zaid,medium,5.9,Khandesh,watermelon
107,71,61,black,medium,15.5,64.6,8.1,70.1,rabi,medium,7.1,Vidarbha,maize
82,41,40,alluvial,medium,13.0,30.6,6.0,59.6,rabi,medium,6.4,Vidarbha,wheat
122,68,104,alluvial,medium,21.9,58.7,7.9,89.0,rabi,medium,7.5,Western Maharashtra,onion
33,36,15,red,low,40.3,42.6,7.6,50.5,kharif,low,7.4,Marathwada,bajra
61,47,71,red,low,34.3,63.5,5.3,281.1,zaid,low,6.4,Konkan,cashew
89,78,89,red,low,32.4,72.3,6.2,180.6,zaid,low,6.2,Konkan,mango
99,55,86,black,low,24.3,58.9,6.9,90.5,kharif,medium,7.2,Western Maharashtra,onion
116,63,142,alluvial,medium,25.2,54.9,7.1,30.3,rabi,medium,7.0,Marathwada,pomegranate
144,90,105,alluvial,medium,28.7,84.8,6.2,164.0,kharif,medium,6.6,Marathwada,turmeric
99,47,107,red,high,30.7,39.0,6.7,77.7,zaid,medium,6.5,Khandesh,watermelon
119,28,37,black,low,26.9,90.0,8.2,81.8,kharif,low,6.9,Vidarbha,cotton
94,59,88,alluvial,medium,23.0,39.8,6.1,119.9,kharif,medium,7.6,Marathwada,maize
29,50,63,red,medium,26.6,60.7,6.5,93.1,kharif,medium,6.5,Western Maharashtra,groundnut
96,63,165,alluvial,medium,12.5,71.2,5.1,68.6,rabi,medium,6.2,Vidarbha,potato
110,58,88,alluvial,high,35.9,41.8,7.3,57.0,zaid,medium,7.6,Khandesh,watermelon
127,70,105,red,low,18.2,66.0,7.5,57.3,rabi,medium,7.3,Western Maharashtra,onion
97,59,110,red,medium,31.1,72.2,6.9,151.4,zaid,medium,7.2,Western Maharashtra,mango
96,42,94,red,high,28.4,39.1,6.4,50.8,zaid,medium,6.8,Western Maharashtra,watermelon
105,64,102,red,high,34.0,46.7,7.4,47.6,zaid,medium,6.2,Western Maharashtra,watermelon
128,83,72,red,low,25.3,67.4,6.3,70.9,kharif,medium,6.5,Western Maharashtra,onion
138,64,145,alluvial,medium,21.6,63.5,6.0,63.0,rabi,medium,7.6,Vidarbha,potato
113,82,129,black,medium,37.0,86.7,6.5,213.8,kharif,medium,7.3,Western Maharashtra,turmeric
129,98,100,red,medium,33.0,34.2,7.9,67.8,rabi,medium,7.0,Western Maharashtra,grapes
63,57,40,black,medium,29.9,76.5,7.6,65.8,kharif,medium,7.5,Marathwada,soybean
112,62,128,red,medium,17.7,55.5,6.1,81.3,rabi,medium,6.2,Western Maharashtra,potato
94,43,82,alluvial,medium,25.6,44.1,7.1,90.0,zaid,medium,6.6,Western Maharashtra,watermelon
111,65,35,black,high,26.4,78.4,6.2,270.7,kharif,high,6.3,Vidarbha,rice
125,73,64,alluvial,medium,28.3,44.1,7.8,51.5,kharif,medium,6.3,Marathwada,maize
90,57,90,laterite,medium,28.5,67.3,7.0,225.0,zaid,medium,6.9,Western Maharashtra,mango
18,66,38,alluvial,medium,25.0,72.1,6.3,41.9,kharif,medium,7.8,Western Maharashtra,soybean
86,51,45,black,medium,27.5,60.4,6.5,81.8,kharif,medium,7.7,Marathwada,cotton
132,56,99,black,medium,28.3,55.0,7.5,144.6,rabi,medium,6.7,Vidarbha,orange
117,90,102,black,medium,26.4,75.0,5.7,156.8,kharif,high,6.5,Western Maharashtra,turmeric
144,59,116,alluvial,medium,15.8,55.0,6.7,77.0,rabi,medium,6.8,Khandesh,onion
89,49,32,black,low,30.0,56.6,7.2,63.9,rabi,medium,6.8,Western Maharashtra,jowar
77,65,154,alluvial,medium,22.9,60.9,5.3,68.9,rabi,medium,6.3,Vidarbha,potato
112,95,97,red,low,23.3,59.0,6.9,85.1,rabi,medium,6.6,Khandesh,onion
30,42,34,black,low,36.5,35.8,6.6,52.1,kharif,low,7.7,Western Maharashtra,bajra
161,87,94,black,high,32.6,79.5,7.2,264.8,kharif,high,7.4,Western Maharashtra,sugarcane
48,62,37,red,medium,26.1,53.3,6.1,88.6,kharif,medium,7.2,Khandesh,groundnut
55,11,46,black,low,19.2,42.5,7.2,68.8,rabi,medium,6.3,Vidarbha,jowar
40,60,60,black,medium,23.9,67.7,7.0,55.0,kharif,medium,6.5,Vidarbha,soybean
98,50,85,alluvial,high,25.0,59.8,7.4,51.6,zaid,medium,6.9,Khandesh,watermelon
89,92,103,red,medium,28.6,63.4,5.9,78.0,rabi,medium,6.0,Vidarbha,potato
89,56,56,alluvial,high,35.4,82.3,5.8,336.5,kharif,high,5.8,Western Maharashtra,rice
26,51,31,red,medium,32.7,51.6,6.3,45.2,kharif,medium,7.3,Marathwada,tur
23,65,23,red,medium,28.3,46.6,6.4,53.1,kharif,low,6.8,Vidarbha,tur
95,29,56,red,medium,29.1,81.3,5.7,207.0,zaid,low,6.7,Konkan,cashew
7,58,32,black,low,23.5,40.9,6.7,37.9,kharif,low,7.5,Vidarbha,tur
43,62,45,red,medium,24.6,49.0,6.6,75.3,kharif,medium,7.5,Khandesh,groundnut
75,46,21,red,medium,27.5,45.8,6.6,49.9,kharif,low,6.3,Marathwada,jowar
108,57,96,alluvial,low,20.8,70.5,7.3,67.7,rabi,medium,8.0,Khandesh,onion
134,62,141,laterite,medium,31.1,60.1,5.9,63.6,rabi,medium,6.9,Marathwada,grapes
130,58,75,laterite,low,32.4,75.6,5.5,256.8,zaid,medium,7.3,Western Maharashtra,mango
113,53,146,alluvial,low,25.0,46.3,6.3,63.8,zaid,medium,7.6,Marathwada,pomegranate
125,46,121,black,medium,33.5,53.2,6.4,79.8,rabi,medium,6.5,Vidarbha,orange
6,75,34,black,medium,29.2,64.2,5.6,88.3,kharif,low,6.5,Marathwada,tur
45,52,31,black,medium,34.7,53.0,7.2,62.5,rabi,medium,7.1,Marathwada,jowar
128,76,175,alluvial,medium,13.7,75.2,5.4,37.9,rabi,medium,6.7,Vidarbha,potato
128,100,132,alluvial,high,34.1,84.9,7.1,267.6,rabi,high,7.6,Marathwada,sugarcane
149,79,99,alluvial,medium,25.0,85.3,5.5,239.6,kharif,high,6.3,Western Maharashtra,turmeric
103,80,104,black,medium,25.7,57.0,7.3,205.2,kharif,medium,7.2,Marathwada,turmeric
132,80,119,black,medium,21.3,40.1,6.9,114.1,rabi,medium,6.4,Vidarbha,orange
102,64,92,red,medium,37.1,62.0,7.6,61.0,zaid,medium,7.2,Marathwada,pomegranate
90,51,45,black,high,28.5,79.4,6.6,334.4,kharif,high,6.7,Konkan,rice
110,58,59,alluvial,medium,23.0,60.6,6.9,114.1,rabi,medium,7.3,Vidarbha,maize
131,53,44,black,medium,26.1,43.4,7.3,47.0,rabi,medium,6.5,Vidarbha,wheat
122,49,113,alluvial,medium,19.5,53.6,6.8,84.9,kharif,medium,6.2,Western Maharashtra,onion
25,42,25,black,medium,25.7,43.0,6.5,69.9,kharif,medium,7.1,Marathwada,tur
114,67,48,black,medium,24.0,47.0,6.1,49.0,rabi,medium,7.1,Western Maharashtra,wheat
134,44,59,alluvial,medium,19.9,62.9,7.9,33.0,rabi,medium,7.6,Western Maharashtra,wheat
166,99,111,black,high,33.8,71.0,6.7,261.8,kharif,high,7.1,Western Maharashtra,sugarcane
26,56,34,alluvial,medium,27.8,65.9,5.9,83.2,kharif,medium,6.3,Marathwada,soybean
133,61,152,black,low,30.0,39.1,7.6,62.2,zaid,medium,7.6,Marathwada,pomegranate
101,39,100,red,medium,25.0,43.8,7.1,47.3,zaid,medium,7.3,Western Maharashtra,watermelon
79,59,36,black,medium,33.8,49.4,7.0,38.9,kharif,medium,6.8,Marathwada,jowar
100,36,16,black,low,37.7,41.9,8.1,42.4,kharif,low,7.6,Western Maharashtra,bajra
97,46,54,red,low,26.0,75.2,5.0,202.9,zaid,low,6.5,Konkan,cashew
60,32,36,red,low,29.8,37.7,7.5,67.6,kharif,medium,6.0,Marathwada,jowar
151,49,58,red,medium,23.9,44.1,5.8,116.9,rabi,medium,6.8,Marathwada,maize
71,15,8,black,low,22.0,18.6,7.6,61.8,kharif,low,6.4,Khandesh,bajra
75,34,37,red,low,32.9,59.8,6.1,70.0,rabi,medium,7.7,Vidarbha,jowar
131,75,72,black,medium,30.0,76.0,6.7,282.2,kharif,high,6.9,Western Maharashtra,turmeric
125,48,103,black,medium,24.5,65.1,7.3,58.8,kharif,medium,6.4,Marathwada,tomato
17,70,50,alluvial,medium,28.0,46.7,7.2,63.7,kharif,medium,7.2,Khandesh,groundnut
151,97,179,black,medium,23.6,35.5,7.6,35.7,rabi,medium,7.3,Marathwada,grapes
49,69,35,red,medium,23.6,55.1,5.9,58.0,kharif,medium,6.6,Western Maharashtra,groundnut
135,78,124,alluvial,medium,21.8,79.8,5.7,254.4,kharif,medium,6.0,Western Maharashtra,turmeric
94,33,22,red,low,24.0,44.0,8.5,82.1,rabi,medium,5.8,Western Maharashtra,jowar
131,58,33,black,medium,23.6,62.3,6.8,80.5,rabi,medium,7.4,Vidarbha,wheat
123,40,127,red,medium,25.5,60.8,6.5,128.0,rabi,medium,6.3,Vidarbha,orange
105,60,48,black,medium,17.4,58.5,6.6,40.2,rabi,medium,6.3,Vidarbha,wheat
145,74,111,red,medium,22.6,66.5,6.9,73.8,zaid,medium,6.3,Marathwada,tomato
126,45,80,laterite,low,28.2,65.3,5.8,148.1,zaid,low,6.8,Western Maharashtra,mango
139,79,79,alluvial,low,20.5,66.2,7.0,43.6,rabi,medium,6.9,Khandesh,onion
67,55,36,alluvial,medium,16.0,73.9,7.5,61.7,kharif,medium,6.8,Marathwada,soybean
82,48,116,red,low,20.5,73.4,7.2,86.9,kharif,medium,6.5,Khandesh,onion
122,41,40,red,low,30.1,57.5,6.5,90.2,kharif,low,7.2,Khandesh,cotton
40,39,45,alluvial,medium,30.1,60.6,6.9,46.5,kharif,medium,7.1,Western Maharashtra,soybean
49,38,26,red,low,38.4,47.2,6.7,65.7,kharif,low,7.6,Khandesh,bajra
120,61,111,black,medium,24.0,49.7,7.2,55.4,rabi,medium,6.8,Vidarbha,orange
118,59,78,black,medium,20.4,47.0,5.9,69.5,rabi,medium,6.7,Marathwada,maize
132,53,109,black,medium,21.9,45.4,6.8,124.1,rabi,medium,7.1,Western Maharashtra,onion
128,78,106,alluvial,high,21.2,69.8,5.1,247.8,kharif,medium,7.2,Marathwada,turmeric
134,60,96,black,medium,20.9,56.2,6.7,63.6,rabi,medium,7.5,Vidarbha,orange
148,62,113,red,low,32.2,27.9,7.2,25.8,rabi,medium,7.4,Western Maharashtra,pomegranate
144,41,91,laterite,medium,34.1,73.9,6.6,180.6,zaid,low,7.1,Western Maharashtra,mango
66,19,25,black,low,27.4,37.5,6.3,38.0,kharif,low,7.9,Marathwada,bajra
156,117,169,red,medium,28.7,48.3,7.5,75.5,rabi,medium,7.2,Western Maharashtra,grapes
121,68,28,black,low,26.2,62.3,6.6,99.0,kharif,low,6.2,Khandesh,cotton
119,48,80,alluvial,medium,22.5,35.0,7.1,129.1,kharif,medium,7.7,Vidarbha,maize
140,70,110,alluvial,medium,24.7,72.4,7.2,48.8,kharif,medium,6.6,Western Maharashtra,maize
58,82,37,black,medium,25.3,67.5,6.1,70.3,kharif,medium,6.2,Western Maharashtra,soybean
104,54,55,black,medium,23.3,65.8,5.7,63.6,rabi,medium,7.3,Vidarbha,wheat
143,65,102,black,medium,29.3,67.7,6.6,121.7,rabi,medium,6.8,Vidarbha,orange
131,86,90,black,medium,30.5,62.3,6.9,120.7,rabi,medium,6.6,Vidarbha,orange
93,61,44,black,medium,17.1,52.6,6.5,66.9,rabi,medium,6.5,Western Maharashtra,wheat
